Date,Open,High,Low,Close,Adj Close,Volume
2004-08-19,49.813290,51.835709,47.800831,49.982655,49.982655,44871361
2004-08-20,50.316402,54.336334,50.062355,53.952770,53.952770,22942874
2004-08-23,55.168217,56.528118,54.321388,54.495735,54.495735,18342897
2004-08-24,55.412300,55.591629,51.591621,52.239197,52.239197,15319808
2004-08-25,52.284027,53.798351,51.746044,52.802086,52.802086,9232276
2004-08-26,52.279045,53.773445,52.134586,53.753517,53.753517,7128620
2004-08-27,53.848164,54.107193,52.647663,52.876804,52.876804,6241307
2004-08-30,52.443428,52.548038,50.814533,50.814533,50.814533,5221498
2004-08-31,50.958992,51.661362,50.889256,50.993862,50.993862,4941252
2004-09-01,51.158245,51.292744,49.648903,49.937820,49.937820,9181687
2004-09-02,49.409801,50.993862,49.285267,50.565468,50.565468,15190525
2004-09-03,50.286514,50.680038,49.474556,49.818268,49.818268,5176932
2004-09-07,50.316402,50.809551,49.619015,50.600338,50.600338,5875340
2004-09-08,50.181908,51.322632,50.062355,50.958992,50.958992,5009306
2004-09-09,51.073563,51.163227,50.311420,50.963974,50.963974,4081040
2004-09-10,50.610298,53.081039,50.460861,52.468334,52.468334,8740238
2004-09-13,53.115910,54.002586,53.031227,53.549286,53.549286,7881431
2004-09-14,53.524376,55.790882,53.195610,55.536835,55.536835,10880430
2004-09-15,55.073570,56.901718,54.894241,55.790882,55.790882,10763995
2004-09-16,55.960247,57.683788,55.616535,56.772205,56.772205,9310367
2004-09-17,56.996365,58.525631,56.562988,58.525631,58.525631,9517541
2004-09-20,58.256641,60.572960,58.166977,59.457142,59.457142,10679279
2004-09-21,59.681301,59.985161,58.535595,58.699978,58.699978,7263122
2004-09-22,58.480801,59.611561,58.186901,58.968971,58.968971,7617245
2004-09-23,59.198112,61.086037,58.291508,60.184414,60.184414,8576226
2004-09-24,60.244190,61.818291,59.656391,59.691261,59.691261,9166831
2004-09-27,59.556767,60.214302,58.680054,58.909195,58.909195,7099712
2004-09-28,60.423519,63.462128,59.880554,63.193138,63.193138,17009518
2004-09-29,63.113434,67.257904,62.879314,65.295258,65.295258,30661498
2004-09-30,64.707458,65.902977,64.259140,64.558022,64.558022,13823420
2004-10-01,65.155777,66.869354,64.209328,66.042458,66.042458,15196748
2004-10-04,67.372475,68.179443,66.764748,67.277824,67.277824,13084661
2004-10-05,67.078575,69.006348,65.873093,68.926643,68.926643,15044379
2004-10-06,68.518173,68.966499,67.746071,68.284058,68.284058,13445007
2004-10-07,68.204353,69.678825,68.020042,69.165749,69.165749,14182160
2004-10-08,69.100990,69.579201,68.254166,68.607841,68.607841,11122133
2004-10-11,68.244202,69.170731,66.675087,67.377457,67.377457,10521891
2004-10-12,66.968987,68.548065,66.450928,68.443459,68.443459,11720969
2004-10-13,71.392403,71.506973,69.778450,70.186920,70.186920,19860163
2004-10-14,70.241714,70.924156,69.021294,70.734871,70.734871,10491779
2004-10-15,72.194397,72.478333,70.709961,71.785927,71.785927,13257507
2004-10-18,71.332626,74.321426,70.341347,74.301498,74.301498,14103064
2004-10-19,74.969002,75.915451,73.399879,73.693779,73.693779,18195948
2004-10-20,73.738609,74.216820,69.539352,69.982689,69.982689,22830655
2004-10-21,71.930389,74.784691,70.545578,74.411087,74.411087,29288370
2004-10-22,84.951584,89.748596,81.733643,85.893051,85.893051,74060360
2004-10-25,87.870636,96.851974,85.952827,93.350098,93.350098,65774017
2004-10-26,92.822083,95.960320,89.663918,90.560555,90.560555,44781425
2004-10-27,91.018837,94.406143,90.545616,92.637772,92.637772,26813127
2004-10-28,92.991447,96.832047,92.453461,96.289085,96.289085,29804899
2004-10-29,99.073647,99.601669,94.944122,94.964050,94.964050,42483644
2004-11-01,96.413620,98.465927,95.277878,97.648987,97.648987,24541444
2004-11-02,99.018852,99.252975,96.309013,97.071152,97.071152,22777657
2004-11-03,98.719971,100.423592,95.018845,95.477127,95.477127,27881517
2004-11-04,93.868156,94.844498,91.332664,92.005142,92.005142,28927221
2004-11-05,90.650223,90.809624,83.960297,84.358803,84.358803,39814879
2004-11-08,85.145851,87.392433,84.383713,85.952827,85.952827,22467499
2004-11-09,86.724937,87.272881,82.326424,84.035019,84.035019,22211343
2004-11-10,85.016335,85.937881,82.854439,83.616585,83.616585,21367793
2004-11-11,84.249214,91.531914,83.472122,91.168282,91.168282,30083339
2004-11-12,92.269150,94.545624,88.368774,90.660187,90.660187,33617737
2004-11-15,89.888077,93.808380,89.041252,92.089828,92.089828,23892219
2004-11-16,88.418587,89.399910,85.096039,85.947845,85.947845,41991607
2004-11-17,84.194420,88.418587,84.184456,85.927917,85.927917,36401733
2004-11-18,84.827049,86.884338,82.555557,83.457184,83.457184,33383864
2004-11-19,84.234268,84.672623,82.949089,84.383713,84.383713,17604339
2004-11-22,81.927917,84.433525,80.353813,82.241737,82.241737,24829118
2004-11-23,83.671379,85.096039,82.939125,83.447220,83.447220,24919656
2004-11-24,87.083588,88.274124,85.932899,87.053703,87.053703,30676554
2004-11-26,87.571762,89.678864,87.332657,89.360054,89.360054,13008778
2004-11-29,89.843246,91.133408,88.423569,90.186958,90.186958,21413162
2004-11-30,90.017593,91.158318,89.788452,90.650223,90.650223,15457723
2004-12-01,90.635277,90.909248,89.439758,89.643990,89.643990,15787153
2004-12-02,89.614105,90.416100,88.941628,89.365036,89.365036,12568735
2004-12-03,89.639008,90.191940,88.468399,89.863174,89.863174,11782398
2004-12-06,89.230545,90.012611,87.681351,87.815842,87.815842,12554883
2004-12-07,87.671387,87.771011,84.956558,85.394920,85.394920,13793308
2004-12-08,84.856934,86.515717,84.049957,84.672623,84.672623,15140137
2004-12-09,84.807121,86.426056,83.920448,86.391182,86.391182,15365378
2004-12-10,86.391182,87.113480,85.325180,85.504509,85.504509,8666764
2004-12-13,85.763535,86.266647,84.408615,84.906746,84.906746,9673323
2004-12-14,85.180725,89.076118,84.483337,89.011368,89.011368,22259924
2004-12-15,88.662674,90.007629,88.000153,89.554329,89.554329,23027992
2004-12-16,88.144615,89.908005,87.646477,87.905510,87.905510,17209866
2004-12-17,88.049965,89.912987,87.945358,89.703766,89.703766,14827771
2004-12-20,90.660187,93.878120,90.595428,92.164543,92.164543,19742724
2004-12-21,92.807137,93.589203,91.357567,91.531914,91.531914,11073953
2004-12-22,91.606636,93.076126,91.163300,92.802155,92.802155,7843289
2004-12-23,93.375008,93.947861,92.652718,93.599167,93.599167,7256297
