Date,Open,High,Low,Close,Adj Close,Volume
2000-10-02,55.769230,56.610577,55.528847,56.250000,31.375536,12370904
2000-10-03,56.370193,57.572117,56.250000,56.790867,31.677216,12718680
2000-10-04,56.610577,57.451923,56.370193,56.610577,31.576643,11875968
2000-10-05,56.850964,57.632214,56.490383,57.451923,32.045956,12249744
2000-10-06,57.211536,57.632214,55.588943,57.151443,31.878334,14565720
2000-10-09,56.850964,57.512020,56.189903,56.250000,31.375536,10075104
2000-10-10,56.490383,56.911057,55.348557,55.829327,31.140875,11448112
2000-10-11,54.567307,55.468750,53.185097,54.447117,30.369896,19251648
2000-10-12,54.387020,54.927883,51.923077,52.403847,29.230190,18105360
2000-10-13,52.524036,55.408653,52.403847,54.807693,30.571024,16175016
2000-10-16,54.807693,55.649036,54.447117,55.528847,30.973274,13513968
2000-10-17,55.468750,55.468750,52.824520,53.485577,29.833563,17530240
2000-10-18,51.682693,53.665867,50.841347,53.365383,29.766535,19151704
2000-10-19,53.365383,53.786057,52.644230,53.485577,29.833563,13716560
2000-10-20,52.644230,53.125000,49.639423,50.120193,27.956398,18720104
2000-10-23,49.639423,50.000000,47.115383,47.836536,26.682600,74151272
2000-10-24,48.557693,51.322117,48.137020,51.322117,28.626816,47835112
2000-10-25,51.322117,51.802883,50.120193,50.901443,28.392172,30422496
2000-10-26,50.961536,51.322117,49.399036,50.120193,27.956398,19417216
2000-10-27,50.661057,51.141827,49.819714,50.240383,28.023438,16082560
2000-10-30,50.420673,51.923077,50.240383,51.923077,28.962011,18964192
2000-10-31,52.043270,52.824520,51.742786,52.704327,29.397793,17858984
2000-11-01,52.644230,52.824520,51.802883,52.343750,29.196672,16536208
2000-11-02,52.163464,52.884617,51.442307,51.622597,28.794441,14911728
2000-11-03,51.742786,51.802883,50.901443,51.262020,28.593288,12545000
2000-11-06,51.502403,52.463943,51.262020,52.403847,29.230190,12422488
2000-11-07,52.403847,52.944714,52.163464,52.824520,29.464842,10067408
2000-11-08,52.764423,53.125000,52.043270,52.463943,29.263706,9861904
2000-11-09,51.983173,52.764423,51.081730,52.463943,29.263706,12786904
2000-11-10,51.682693,52.824520,51.201923,51.802883,28.894983,12742808
2000-11-13,50.000000,51.201923,48.557693,49.459133,27.587669,19196840
2000-11-14,49.459133,51.081730,49.278847,50.721153,28.291609,15295800
2000-11-15,50.360577,51.021633,49.579327,50.480770,28.157524,12621752
2000-11-16,50.240383,51.502403,50.060097,50.600964,28.224567,10725728
2000-11-17,50.661057,51.382214,49.218750,49.879807,27.822302,12467208
2000-11-20,49.278847,49.939903,47.956730,48.137020,26.850214,15386696
2000-11-21,48.137020,49.579327,48.137020,48.798077,27.218933,12681760
2000-11-22,48.076923,48.137020,46.514423,46.694714,26.045712,23112440
2000-11-24,47.596153,47.896633,47.175480,47.475964,26.481480,6555120
2000-11-27,48.197117,48.858173,47.235577,47.235577,26.347393,16729440
2000-11-28,47.235577,48.527645,46.875000,47.896633,26.716124,15404792
2000-11-29,47.355770,48.978367,47.115383,47.776443,26.649094,13249600
2000-11-30,47.355770,48.137020,46.093750,47.656250,26.582045,20955064
2000-12-01,48.918270,49.459133,48.377403,49.038464,27.353020,18931016
2000-12-04,49.038464,49.879807,48.858173,49.639423,27.688236,12473240
2000-12-05,49.759617,52.403847,49.639423,52.043270,29.029068,20790640
2000-12-06,51.502403,52.043270,50.841347,51.862980,28.928511,16513848
2000-12-07,51.081730,52.043270,51.081730,51.442307,28.693859,10773568
2000-12-08,52.403847,53.425480,52.223557,53.064903,29.598921,17532840
2000-12-11,53.064903,54.026443,52.283653,53.185097,29.665964,17102800
2000-12-12,51.802883,52.944714,50.300480,50.781250,28.325119,26332696
2000-12-13,50.781250,51.562500,50.721153,50.961536,28.425690,18265936
2000-12-14,50.721153,50.781250,49.459133,49.459133,27.587669,16380208
2000-12-15,48.437500,49.278847,47.355770,47.896633,26.716124,37335584
2000-12-18,48.617786,49.459133,48.557693,49.038464,27.353020,14498952
2000-12-19,49.038464,49.459133,48.197117,48.197117,26.883734,15992912
2000-12-20,46.694714,47.536057,45.612980,45.612980,25.442343,21074976
2000-12-21,45.733173,46.634617,45.372597,46.033653,25.676985,20462728
2000-12-22,46.274036,47.475964,46.033653,46.995193,26.213314,12167896
2000-12-26,46.754807,47.536057,46.213943,47.415867,26.447945,9478352
2000-12-27,47.295673,47.836536,46.334133,46.334133,25.928711,12720968
2000-12-28,47.055286,47.295673,45.793270,46.574520,26.063227,13064480
2000-12-29,46.634617,46.935097,45.793270,46.093750,25.794201,11422632
2001-01-02,44.951923,45.072117,40.985577,42.067307,23.540993,38311208
2001-01-03,42.548077,46.093750,42.127403,45.973557,25.726931,40774032
2001-01-04,45.492786,46.875000,45.312500,46.213943,25.861448,28003456
2001-01-05,45.913464,45.973557,44.350964,45.492786,25.457901,23702016
2001-01-08,45.432693,45.432693,42.908653,43.810097,24.516253,24139336
2001-01-09,44.170673,44.471153,42.067307,42.908653,24.011801,20868640
2001-01-10,42.427883,43.389423,41.526443,42.968750,24.045437,25797512
2001-01-11,43.870193,45.192307,43.509617,44.771633,25.054338,24543064
2001-01-12,45.012020,45.132214,43.269230,43.930286,24.583508,17475016
2001-01-16,43.930286,45.733173,43.870193,45.552883,25.491533,20548840
2001-01-17,46.153847,46.634617,44.651443,44.891827,25.121593,25388480
2001-01-18,45.552883,46.213943,44.831730,45.793270,25.626053,20061912
2001-01-19,45.973557,46.274036,44.831730,45.192307,25.289751,20134504
2001-01-22,45.072117,45.552883,43.689903,43.990383,24.617147,21519576
2001-01-23,44.711536,45.312500,44.350964,44.891827,25.121593,21966464
2001-01-24,44.711536,45.372597,44.050480,44.531250,24.919813,19910904
2001-01-25,44.591347,45.372597,44.050480,44.170673,24.718042,21644584
2001-01-26,44.651443,45.012020,42.848557,42.908653,24.011801,27932840
2001-01-29,43.144230,44.471153,42.307693,42.673077,23.879976,23948288
2001-01-30,43.038464,44.490383,42.711536,44.471153,24.886169,20636824
2001-01-31,44.951923,45.144230,43.807693,44.211536,24.740902,22199944
2001-02-01,44.711536,44.932693,44.134617,44.451923,24.875416,18290376
2001-02-02,44.471153,45.096153,44.086536,44.500000,24.902325,16682120
2001-02-05,44.596153,46.250000,44.278847,46.009617,25.747116,22720880
2001-02-06,46.009617,46.240383,45.384617,45.769230,25.612585,16601104
2001-02-07,45.836536,45.961536,44.826923,45.144230,25.262835,13552344
2001-02-08,45.913464,46.298077,45.221153,45.326923,25.365061,18416840
2001-02-09,45.326923,45.336536,43.644230,43.903847,24.568714,19217848
2001-02-12,43.903847,45.980770,43.903847,45.682693,25.564173,18671328
2001-02-13,45.826923,46.144230,45.317307,45.346153,25.375826,14894984
2001-02-14,45.346153,45.375000,44.346153,44.480770,24.891569,13769288
2001-02-15,44.519230,46.250000,44.375000,46.134617,25.817060,24972064
2001-02-16,44.711536,45.509617,44.480770,45.192307,25.289751,17593680
2001-02-20,45.384617,46.451923,45.355770,45.855770,25.661030,20833592
2001-02-21,45.865383,46.586536,45.403847,45.480770,25.451166,19237400
2001-02-22,45.528847,45.673077,44.288464,45.288464,25.343557,23817352
2001-02-23,44.759617,45.192307,43.288464,44.403847,24.848520,24303240
2001-02-26,45.192307,46.163464,44.423077,46.134617,25.817060,21916544
2001-02-27,45.653847,46.153847,45.192307,46.153847,25.827818,23482056
2001-02-28,46.153847,46.384617,43.846153,44.711536,25.020697,27615536
2001-03-01,43.750000,44.298077,43.182693,44.144230,24.703247,24916112
2001-03-02,43.605770,43.903847,42.807693,42.855770,23.982203,22860344
2001-03-05,43.028847,43.615383,42.884617,43.346153,24.344017,17338776
2001-03-06,44.471153,44.807693,43.576923,43.673077,24.527624,16319264
2001-03-07,43.721153,44.480770,43.721153,44.211536,24.830046,14445080
2001-03-08,44.375000,44.576923,43.269230,44.105770,24.770638,17234984
2001-03-09,43.509617,43.625000,41.778847,42.125000,23.658199,20686952
2001-03-12,41.346153,41.634617,37.115383,38.076923,21.384727,47536632
2001-03-13,39.903847,40.865383,39.182693,40.701923,22.858974,44657288
2001-03-14,39.182693,40.625000,38.557693,39.451923,22.156942,36854584
2001-03-15,39.903847,40.240383,39.134617,39.500000,22.183933,25841608
2001-03-16,38.846153,40.144230,38.557693,39.038464,21.924753,46645040
2001-03-19,39.134617,40.019230,38.605770,39.519230,22.194744,21665072
2001-03-20,39.903847,40.480770,38.461536,38.509617,21.627739,23217376
2001-03-21,38.509617,39.038464,37.375000,37.500000,21.060717,27914432
2001-03-22,37.259617,37.317307,35.019230,36.250000,20.358694,58179056
2001-03-23,37.259617,38.451923,36.682693,38.451923,21.595337,47566064
2001-03-26,38.942307,39.423077,38.509617,38.682693,21.724930,32389656
2001-03-27,39.182693,40.615383,38.990383,40.298077,22.632172,38014392
2001-03-28,39.663464,40.000000,39.230770,39.951923,22.437759,27938456
2001-03-29,39.711536,39.884617,39.134617,39.807693,22.356752,28043288
2001-03-30,40.144230,40.307693,39.634617,40.250000,22.605158,30605224
2001-04-02,39.923077,41.009617,39.307693,40.192307,22.572760,25218336
2001-04-03,39.951923,39.990383,37.750000,38.153847,21.427931,24543272
2001-04-04,38.028847,39.326923,37.538464,38.076923,21.384727,27904552
2001-04-05,39.423077,40.625000,39.038464,40.480770,22.734760,24746488
2001-04-06,39.951923,40.096153,38.798077,39.586536,22.232548,25639328
2001-04-09,39.846153,40.769230,39.634617,40.384617,22.680763,18492552
2001-04-10,41.105770,43.778847,40.961536,42.144230,23.668995,27155544
2001-04-11,42.692307,42.788464,41.105770,41.605770,23.366581,20953816
2001-04-12,41.875000,42.980770,41.557693,42.980770,24.138817,17955912
2001-04-16,42.817307,43.028847,42.221153,42.932693,24.111824,14695408
2001-04-17,42.403847,43.740383,42.298077,43.711536,24.549223,21327696
2001-04-18,44.115383,46.115383,43.769230,46.048077,25.861492,37897080
2001-04-19,45.673077,46.682693,45.509617,46.644230,26.196293,22944480
2001-04-20,46.644230,46.644230,45.673077,46.250000,25.974882,24201840
2001-04-23,45.913464,45.923077,45.076923,45.384617,25.488863,16860376
2001-04-24,45.192307,45.961536,44.125000,44.221153,24.835445,19359080
2001-04-25,44.903847,46.615383,44.615383,45.971153,25.818279,18572112
2001-04-26,47.067307,47.490383,46.625000,47.403847,26.622902,21886072
2001-04-27,47.403847,48.028847,46.432693,48.028847,26.973909,16308552
2001-04-30,48.067307,48.086536,46.163464,46.663464,26.207083,18978960
2001-05-01,46.201923,47.067307,45.961536,47.028847,26.412277,13590096
2001-05-02,47.144230,47.538464,46.269230,47.211536,26.514902,18844384
2001-05-03,47.211536,47.221153,46.163464,46.634617,26.190891,19206200
2001-05-04,45.769230,48.057693,45.682693,48.009617,26.963108,19045208
2001-05-07,48.009617,48.076923,47.576923,48.038464,26.979315,15319096
2001-05-08,48.038464,48.076923,46.836536,47.576923,26.720106,15741128
2001-05-09,47.115383,48.461536,46.884617,47.528847,26.693108,24023168
2001-05-10,48.221153,48.269230,47.509617,47.913464,26.909109,14110616
2001-05-11,47.923077,48.076923,46.644230,47.125000,26.466297,12348336
2001-05-14,47.125000,48.067307,46.913464,47.817307,26.855101,11411088
2001-05-15,47.817307,48.423077,47.403847,48.221153,27.081913,18547776
2001-05-16,48.067307,50.240383,47.740383,50.201923,28.194351,25459824
2001-05-17,50.000000,50.605770,49.711536,50.105770,28.140358,20232576
2001-05-18,50.105770,50.951923,49.942307,50.951923,28.615574,17994080
2001-05-21,50.951923,51.490383,50.673077,51.346153,28.836979,18974384
2001-05-22,51.105770,51.240383,49.711536,50.653847,28.448160,18074056
2001-05-23,50.432693,50.798077,49.221153,49.375000,27.729937,16638960
2001-05-24,49.278847,49.932693,48.798077,49.423077,27.756947,13597584
2001-05-25,49.230770,49.230770,47.644230,48.028847,26.973909,16262064
2001-05-29,48.451923,48.605770,47.740383,47.759617,26.822701,13538304
2001-05-30,47.759617,48.125000,47.115383,47.134617,26.471687,16223376
2001-05-31,47.259617,47.740383,46.875000,47.115383,26.460882,13923104
2001-06-01,47.105770,47.509617,46.153847,47.115383,26.460882,13997776
2001-06-04,47.211536,47.711536,47.028847,47.548077,26.703911,14352728
2001-06-05,47.307693,47.451923,46.750000,47.288464,26.558100,15842112
2001-06-06,47.115383,47.394230,46.548077,46.875000,26.325893,14578408
2001-06-07,46.875000,47.096153,46.317307,47.028847,26.412277,11594544
2001-06-08,46.961536,46.961536,45.951923,46.288464,25.996492,17478032
2001-06-11,46.009617,47.067307,45.403847,45.576923,25.596861,18594680
2001-06-12,45.576923,47.375000,44.480770,46.894230,26.336693,39075712
2001-06-13,46.250000,47.394230,45.865383,46.009617,25.839880,34429408
2001-06-14,46.894230,48.278847,46.009617,46.980770,26.385296,62533224
2001-06-15,46.442307,47.451923,46.153847,46.932693,26.358290,45507176
2001-06-18,47.115383,47.807693,46.673077,47.115383,26.460882,20907120
2001-06-19,47.884617,48.057693,46.875000,46.990383,26.390688,23491728
2001-06-20,46.826923,48.894230,46.701923,48.817307,27.416723,31202704
2001-06-21,48.461536,50.403847,48.442307,49.278847,27.675926,33248072
2001-06-22,49.134617,50.413464,49.125000,49.865383,28.005348,25598976
2001-06-25,49.711536,50.586536,48.221153,48.317307,27.135918,28177448
2001-06-26,47.115383,48.048077,46.903847,46.913464,26.347486,32036576
2001-06-27,46.826923,47.211536,45.903847,46.403847,26.061281,28091440
2001-06-28,45.913464,47.548077,45.567307,46.990383,26.390688,24518000
2001-06-29,47.115383,49.125000,46.615383,47.115383,26.460882,54797912
2001-07-02,47.038464,48.269230,47.000000,48.269230,27.108923,24110216
2001-07-03,47.596153,47.980770,47.365383,47.605770,26.736303,18273008
2001-07-05,46.923077,47.500000,46.538464,46.605770,26.259554,20241208
2001-07-06,46.346153,46.375000,44.807693,45.086536,25.403555,24379160
2001-07-09,45.096153,45.317307,44.519230,45.048077,25.381876,16799952
2001-07-10,44.951923,45.423077,43.932693,44.000000,24.791340,19783920
2001-07-11,44.038464,44.173077,42.596153,42.894230,24.168322,28223104
2001-07-12,44.134617,45.384617,43.173077,45.192307,25.463150,22284600
2001-07-13,44.807693,45.913464,44.365383,45.625000,25.706951,18324592
2001-07-16,45.336536,45.673077,44.019230,44.442307,25.040571,14301872
2001-07-17,43.990383,44.730770,43.653847,44.336536,24.980968,18986344
2001-07-18,43.846153,44.471153,43.653847,44.375000,25.002645,17630704
2001-07-19,44.519230,45.625000,44.259617,44.692307,25.181431,13396240
2001-07-20,44.903847,45.144230,44.403847,44.836536,25.262688,12478960
2001-07-23,44.711536,44.826923,43.461536,43.557693,24.542137,15811328
2001-07-24,43.653847,43.798077,41.586536,42.307693,23.837847,27363752
2001-07-25,42.692307,43.182693,41.490383,42.115383,23.729483,26078520
2001-07-26,42.259617,42.403847,41.586536,42.067307,23.702396,24558144
2001-07-27,42.451923,43.125000,42.163464,42.932693,24.189997,17125888
2001-07-30,42.836536,43.173077,41.730770,41.923077,23.621138,17360096
2001-07-31,41.682693,42.548077,41.336536,41.826923,23.566956,25751544
2001-08-01,41.346153,41.855770,40.769230,41.153847,23.187714,24257688
2001-08-02,41.442307,41.519230,40.480770,40.576923,22.862652,25453896
2001-08-03,40.673077,41.153847,40.288464,41.105770,23.160629,15885792
2001-08-06,40.769230,40.875000,39.692307,39.798077,22.423820,22137752
2001-08-07,39.855770,41.201923,39.673077,41.125000,23.171455,24262264
2001-08-08,40.721153,40.865383,39.903847,40.048077,22.564684,15176304
2001-08-09,40.048077,40.625000,39.711536,40.288464,22.700127,15449200
2001-08-10,40.384617,41.163464,39.798077,40.932693,23.063112,13887744
2001-08-13,40.865383,41.451923,40.403847,40.605770,22.878904,14763528
2001-08-14,40.961536,41.105770,40.096153,40.240383,22.673038,13062192
2001-08-15,40.384617,40.682693,40.105770,40.173077,22.635103,15543840
2001-08-16,39.932693,40.288464,39.423077,40.000000,22.537598,17765800
2001-08-17,39.711536,39.807693,38.798077,39.230770,22.104177,16302624
2001-08-20,39.423077,40.288464,38.855770,39.932693,22.499668,13289016
2001-08-21,39.923077,40.221153,38.846153,38.913464,21.925394,14475448
2001-08-22,38.990383,39.711536,38.740383,39.278847,22.131269,16469544
2001-08-23,39.326923,39.721153,39.048077,39.461536,22.234201,10927488
2001-08-24,39.519230,40.634617,39.432693,40.375000,22.748878,14140464
2001-08-27,40.384617,40.923077,40.048077,40.548077,22.846399,14893112
2001-08-28,40.625000,40.673077,39.567307,39.644230,22.337133,13243256
2001-08-29,40.048077,40.048077,39.048077,39.048077,22.001244,12375584
2001-08-30,39.134617,39.903847,38.307693,38.653847,21.779118,22944168
2001-08-31,38.605770,39.615383,38.528847,39.326923,22.158346,17950088
2001-09-04,39.326923,40.548077,38.798077,39.259617,22.120432,19225648
2001-09-05,39.403847,40.375000,38.942307,40.096153,22.591770,20971080
2001-09-06,39.711536,39.923077,38.855770,38.942307,21.941645,19156904
2001-09-07,38.461536,38.750000,37.826923,38.134617,21.486565,25150320
2001-09-10,37.509617,38.615383,37.451923,37.836536,21.318607,25058800
2001-09-17,34.134617,35.769230,33.173077,33.798077,19.043180,74302176
2001-09-18,33.846153,34.807693,32.269230,32.548077,18.338888,47955128
2001-09-19,33.076923,33.317307,29.807692,31.250000,17.607498,58927232
2001-09-20,30.096153,30.317308,29.201923,29.201923,16.453531,48543456
2001-09-21,27.884615,31.259615,27.403847,30.096153,16.957373,89324456
2001-09-24,32.451923,34.105770,31.490385,33.846153,19.070263,73813376
2001-09-25,33.855770,34.740383,33.336536,34.134617,19.232805,45809400
2001-09-26,34.615383,34.615383,33.653847,34.115383,19.308992,27547936
2001-09-27,34.230770,34.615383,33.673077,34.567307,19.564775,21839896
2001-09-28,34.903847,35.865383,34.634617,35.769230,20.245050,33769840
2001-10-01,35.865383,36.307693,35.625000,36.192307,20.484509,25713376
2001-10-02,36.105770,36.644230,35.278847,36.586536,20.707642,23258872
2001-10-03,36.201923,36.990383,35.961536,36.682693,20.762066,26674128
